time,open,high,low,close,volume,symbol
01-06-2021,32.7708854675293,33.2899169921875,29.880172729492188,30.985260009765625,432053117,SOL
01-06-2021,1.0421019792556763,1.0996390581130981,0.9793369770050049,1.0110009908676147,5606414479,XRP
01-06-2021,188.1175537109375,193.0040283203125,176.29721069335938,182.98069763183594,2965166592,LTC
01-06-2021,0.32574400305747986,0.38307899236679077,0.3123599886894226,0.3700770139694214,5796031087,DOGE
02-06-2021,1.011214017868042,1.049746036529541,0.9813650250434875,1.024399995803833,3598008182,XRP
02-06-2021,30.935237884521484,35.03815460205078,30.432857513427734,33.95631790161133,497567418,SOL
02-06-2021,0.3703019917011261,0.4445900022983551,0.3525879979133606,0.4233739972114563,11425588479,DOGE
02-06-2021,183.00299072265625,191.24441528320312,178.66116333007812,187.26397705078125,2808932742,LTC
03-06-2021,1.0251460075378418,1.0782749652862549,1.0085489749908447,1.045320987701416,3661357809,XRP
03-06-2021,34.018714904785156,41.14537811279297,33.792232513427734,39.47090530395508,960056106,SOL
03-06-2021,187.4100799560547,197.6842803955078,182.46522521972656,193.086181640625,2854571398,LTC
03-06-2021,0.4237389862537384,0.440762996673584,0.37881898880004883,0.39996299147605896,6809900030,DOGE
04-06-2021,193.54904174804688,193.54904174804688,170.01918029785156,178.87200927734375,3123327190,LTC
04-06-2021,1.045106053352356,1.0452710390090942,0.9201670289039612,0.970196008682251,4638523697,XRP
04-06-2021,39.581302642822266,39.60986328,34.3109016418457,37.415069580078125,1056279506,SOL
04-06-2021,0.40098199248313904,0.40098199248313904,0.35144200921058655,0.37632301449775696,5889983048,DOGE
05-06-2021,0.9699789881706238,0.9979469776153564,0.8975290060043335,0.9232860207557678,3257149049,XRP
05-06-2021,178.7062225341797,185.43394470214844,168.1190948486328,173.02871704101562,2626658227,LTC
05-06-2021,0.37675198912620544,0.393885999917984,0.36048799753189087,0.37217700481414795,3464039041,DOGE
05-06-2021,37.41737747192383,42.82267379760742,37.0991096496582,39.58539962768555,1112426664,SOL
06-06-2021,0.3716759979724884,0.37679800391197205,0.36725398898124695,0.3718070089817047,1836611411,DOGE
06-06-2021,39.74912643432617,43.377193450927734,38.96399688720703,42.30837631225586,794387364,SOL
06-06-2021,0.9234809875488281,0.9495319724082947,0.9187600016593933,0.945285975933075,2308242807,XRP
06-06-2021,173.1466522216797,180.02162170410156,172.51512145996094,176.63943481445312,2250385468,LTC
07-06-2021,0.9467179775238037,0.9743459820747375,0.8489819765090942,0.8611549735069275,3466113432,XRP
07-06-2021,0.3715659976005554,0.37967801094055176,0.32980599999427795,0.33105000853538513,3043974994,DOGE
07-06-2021,176.539306640625,182.23959350585938,161.0727996826172,161.73280334472656,2497621711,LTC
07-06-2021,42.25367736816406,44.10055923461914,38.09083938598633,38.262332916259766,923157614,SOL
08-06-2021,38.25127029418945,42.47829055786133,33.68545913696289,41.51781463623047,1786996802,SOL
08-06-2021,0.8627809882164001,0.8854979872703552,0.7886430025100708,0.8757879734039307,4491339501,XRP
08-06-2021,0.331822007894516,0.3414349853992462,0.29666000604629517,0.32768699526786804,3918487504,DOGE
08-06-2021,162.04898071289062,164.47744750976562,145.66819763183594,161.16107177734375,3333355082,LTC
09-06-2021,0.3264229893684387,0.3537620007991791,0.3131310045719147,0.3433310091495514,3154332929,DOGE
09-06-2021,0.8740580081939697,0.9200339913368225,0.8323310017585754,0.9200339913368225,3990884688,XRP
